_id,REPORT_YEAR,DIVISION,CATEGORY,CRIME_TYPE,COUNT_,COUNT_CLEARED,Period
17887,2020,D55,Crimes Against the Person,Robbery,20,7,COVID Period
17888,2020,D22,Crimes Against Property,Break & Enter,6,3,COVID Period
17889,2017,D55,Crimes Against Property,Fraud,25,4,2014-2019
17890,2022,D22,Crimes Against the Person,Robbery,3,2,COVID Period
17891,2018,D52,Crimes Against the Person,Sexual Violation,4,1,2014-2019
17892,2019,D13,Crimes Against the Person,Other,12,5,2014-2019
17893,2016,D33,Crimes Against the Person,Sexual Violation,12,6,2014-2019
17895,2020,D14,Crimes Against the Person,Robbery,17,13,COVID Period
17896,2022,D22,Crimes Against the Person,Sexual Violation,11,5,COVID Period
17897,2021,D32,Crimes Against Property,Break & Enter,6,1,COVID Period
17898,2021,D12,Crimes Against Property,Other,16,2,COVID Period
17900,2023,D14,Crimes Against Property,Break & Enter,3,1,After COVID
17901,2022,D14,Crimes Against the Person,Sexual Violation,8,3,COVID Period
17902,2015,D32,Crimes Against the Person,Sexual Violation,4,2,2014-2019
17903,2014,D41,Crimes Against the Person,Other,47,28,2014-2019
17904,2022,D55,Crimes Against Property,Break & Enter,2,1,COVID Period
17905,2023,D32,Crimes Against Property,Fraud,68,4,After COVID
17907,2016,D53,Crimes Against Property,Theft,27,6,2014-2019
17908,2018,D52,Crimes Against Property,Theft,280,27,2014-2019
17909,2021,D31,Crimes Against the Person,Sexual Violation,36,20,COVID Period
17910,2020,D22,Crimes Against Property,Other,42,18,COVID Period
17911,2023,D12,Crimes Against Property,Break & Enter,12,4,After COVID
17912,2021,D53,Crimes Against the Person,Sexual Violation,4,2,COVID Period
17913,2023,D13,Crimes Against the Person,Sexual Violation,10,6,After COVID
17914,2014,D33,Crimes Against Property,Break & Enter,20,2,2014-2019
17915,2020,D11,Crimes Against Property,Theft,44,1,COVID Period
17916,2017,D22,Crimes Against the Person,Assault,1,1,2014-2019
17917,2019,D32,Crimes Against the Person,Sexual Violation,6,4,2014-2019
17918,2020,D11,Crimes Against Property,Other,5,2,COVID Period
17922,2023,D42,Crimes Against Property,Theft,387,48,After COVID
17923,2019,D32,Crimes Against Property,Other,52,20,2014-2019
17924,2020,D55,Crimes Against Property,Theft,9,2,COVID Period
17927,2014,D32,Crimes Against the Person,Assault,34,21,2014-2019
17928,2014,D52,Crimes Against Property,Other,107,35,2014-2019
17929,2022,D11,Crimes Against Property,Theft,476,52,COVID Period
17931,2020,D22,Crimes Against Property,Break & Enter,15,2,COVID Period
17932,2017,D11,Crimes Against the Person,Assault,121,79,2014-2019
17934,2018,D53,Crimes Against Property,Fraud,18,1,2014-2019
17935,2019,D12,Crimes Against Property,Break & Enter,1,1,2014-2019
17939,2017,D33,Crimes Against the Person,Sexual Violation,10,4,2014-2019
17940,2019,D32,Crimes Against Property,Break & Enter,5,2,2014-2019
17941,2015,D53,Crimes Against Property,Theft,559,132,2014-2019
17942,2019,D31,Crimes Against Property,Theft,261,76,2014-2019
17943,2017,D55,Crimes Against Property,Break & Enter,7,3,2014-2019
17945,2016,D14,Crimes Against the Person,Robbery,14,5,2014-2019
17946,2019,D31,Crimes Against Property,Break & Enter,26,5,2014-2019
17949,2014,D12,Crimes Against the Person,Assault,17,13,2014-2019
17950,2016,D14,Crimes Against Property,Theft,50,10,2014-2019
17951,2017,D13,Crimes Against Property,Fraud,40,10,2014-2019
17952,2022,D32,Crimes Against the Person,Robbery,10,5,COVID Period
17953,2021,D14,Crimes Against the Person,Assault,36,16,COVID Period
17954,2016,D32,Crimes Against the Person,Attempt Murder,2,1,2014-2019
17955,2016,D55,Crimes Against the Person,Assault,2,1,2014-2019
17956,2017,D23,Crimes Against the Person,Other,10,7,2014-2019
17958,2023,D33,Crimes Against Property,Break & Enter,4,1,After COVID
17959,2016,D23,Crimes Against Property,Theft,66,9,2014-2019
17960,2015,D55,Crimes Against the Person,Assault,67,49,2014-2019
17961,2019,D13,Crimes Against Property,Break & Enter,8,2,2014-2019
17962,2019,D42,Crimes Against the Person,Robbery,5,3,2014-2019
17965,2022,D23,Crimes Against the Person,Robbery,7,6,COVID Period
17966,2015,D53,Crimes Against Property,Fraud,58,15,2014-2019
17967,2017,D55,Crimes Against the Person,Sexual Violation,14,4,2014-2019
17968,2019,D14,Crimes Against Property,Theft,14,2,2014-2019
17969,2020,D32,Crimes Against the Person,Assault,57,39,COVID Period
17970,2018,D22,Crimes Against the Person,Sexual Violation,13,7,2014-2019
17971,2019,D55,Crimes Against Property,Theft,22,1,2014-2019
17972,2022,D32,Crimes Against Property,Fraud,77,6,COVID Period
17974,2017,D51,Crimes Against the Person,Other,33,19,2014-2019
17975,2023,D23,Crimes Against Property,Theft,92,6,After COVID
17977,2019,D33,Crimes Against the Person,Other,1,1,2014-2019
17978,2015,D51,Crimes Against the Person,Robbery,12,4,2014-2019
17980,2022,D22,Crimes Against Property,Theft,6,1,COVID Period
17982,2015,D32,Crimes Against the Person,Other,26,13,2014-2019
17984,2023,D31,Crimes Against the Person,Sexual Violation,31,16,After COVID
17987,2015,D23,Crimes Against Property,Fraud,17,1,2014-2019
17988,2021,D42,Crimes Against Property,Fraud,82,3,COVID Period
17989,2019,D42,Crimes Against Property,Theft,3,1,2014-2019
17990,2014,D41,Crimes Against Property,Theft,45,6,2014-2019
17991,2018,D55,Crimes Against Property,Break & Enter,3,1,2014-2019
17992,2023,D33,Crimes Against Property,Theft,12,1,After COVID
17993,2023,D43,Crimes Against Property,Theft,86,9,After COVID
17996,2019,D22,Crimes Against the Person,Sexual Violation,3,1,2014-2019
17998,2020,D13,Crimes Against the Person,Other,23,14,COVID Period
17999,2022,D11,Crimes Against the Person,Robbery,5,4,COVID Period
18001,2019,D32,Crimes Against the Person,Other,14,9,2014-2019
18002,2019,D52,Crimes Against the Person,Robbery,26,14,2014-2019
18003,2017,D53,Crimes Against Property,Break & Enter,10,3,2014-2019
18006,2022,D12,Crimes Against Property,Fraud,60,7,COVID Period
18008,2016,D31,Crimes Against Property,Theft,158,22,2014-2019
18010,2023,D53,Crimes Against Property,Theft,15,2,After COVID
18011,2019,D11,Crimes Against the Person,Assault,8,5,2014-2019
18012,2014,D12,Crimes Against Property,Fraud,26,8,2014-2019
18014,2021,D53,Crimes Against the Person,Other,3,3,COVID Period
18015,2017,D53,Crimes Against Property,Fraud,9,1,2014-2019
18016,2021,D55,Crimes Against the Person,Sexual Violation,6,2,COVID Period
18018,2016,D42,Crimes Against Property,Theft,5,1,2014-2019
18019,2015,D32,Crimes Against the Person,Sexual Violation,21,16,2014-2019
18020,2018,D52,Crimes Against Property,Break & Enter,4,2,2014-2019
18022,2019,D43,Crimes Against the Person,Robbery,23,10,2014-2019
18023,2017,D42,Crimes Against Property,Theft,33,3,2014-2019
18024,2021,D32,Crimes Against the Person,Robbery,15,5,COVID Period
18025,2018,D23,Crimes Against Property,Break & Enter,28,1,2014-2019
18026,2017,D51,Crimes Against the Person,Sexual Violation,3,2,2014-2019
18027,2020,D43,Crimes Against the Person,Assault,306,226,COVID Period
18028,2018,D52,Crimes Against the Person,Robbery,3,2,2014-2019
18029,2014,D51,Crimes Against Property,Fraud,4,1,2014-2019
18030,2015,D55,Crimes Against the Person,Sexual Violation,20,17,2014-2019
18031,2016,D13,Crimes Against the Person,Sexual Violation,4,3,2014-2019
18032,2015,D14,Crimes Against the Person,Sexual Violation,8,5,2014-2019
18033,2020,D55,Crimes Against the Person,Other,6,4,COVID Period
18034,2014,D11,Crimes Against Property,Break & Enter,9,4,2014-2019
18035,2017,D32,Crimes Against the Person,Sexual Violation,8,5,2014-2019
18038,2018,D22,Crimes Against the Person,Robbery,1,1,2014-2019
18039,2022,D33,Crimes Against Property,Other,42,5,COVID Period
18040,2019,D55,Crimes Against the Person,Sexual Violation,7,3,2014-2019
18041,2020,D23,Crimes Against Property,Theft,108,17,COVID Period
18043,2022,D42,Crimes Against the Person,Assault,5,3,COVID Period
18044,2016,D33,Crimes Against the Person,Assault,102,76,2014-2019
18045,2018,D14,Crimes Against Property,Theft,61,8,2014-2019
18046,2020,D33,Crimes Against Property,Other,93,11,COVID Period
18047,2022,D13,Crimes Against Property,Theft,9,2,COVID Period
18048,2017,D43,Crimes Against Property,Theft,11,5,2014-2019
18051,2015,D52,Crimes Against Property,Theft,13,2,2014-2019
18052,2017,D33,Crimes Against Property,Break & Enter,5,1,2014-2019
18053,2015,D13,Crimes Against Property,Break & Enter,3,3,2014-2019
18055,2022,D12,Crimes Against Property,Theft,68,4,COVID Period
18056,2023,D55,Crimes Against Property,Break & Enter,6,2,After COVID
18058,2016,D55,Crimes Against the Person,Robbery,38,17,2014-2019
18061,2021,D43,Crimes Against Property,Fraud,39,7,COVID Period
18062,2021,D53,Crimes Against Property,Fraud,32,3,COVID Period
18063,2015,D12,Crimes Against Property,Break & Enter,7,4,2014-2019
18067,2015,D32,Crimes Against Property,Theft,262,115,2014-2019
18068,2018,D11,Crimes Against the Person,Assault,79,44,2014-2019
18069,2018,D11,Crimes Against the Person,Robbery,9,5,2014-2019
18070,2015,D43,Crimes Against the Person,Other,17,10,2014-2019
18071,2023,D55,Crimes Against Property,Theft,1,1,After COVID
18072,2022,D23,Crimes Against the Person,Assault,94,45,COVID Period
18075,2016,D22,Crimes Against the Person,Attempt Murder,1,1,2014-2019
18076,2015,D33,Crimes Against the Person,Assault,15,9,2014-2019
18077,2018,D23,Crimes Against the Person,Attempt Murder,3,3,2014-2019
18078,2022,D53,Crimes Against Property,Other,77,21,COVID Period
18079,2016,D13,Crimes Against Property,Break & Enter,12,1,2014-2019
18080,2022,D41,Crimes Against the Person,Sexual Violation,29,11,COVID Period
18081,2019,D51,Crimes Against the Person,Other,3,3,2014-2019
18082,2019,D55,Crimes Against Property,Break & Enter,7,4,2014-2019
18084,2019,D32,Crimes Against Property,Break & Enter,3,1,2014-2019
18087,2022,D33,Crimes Against the Person,Assault,43,32,COVID Period
18088,2016,D14,Crimes Against Property,Other,87,43,2014-2019
18089,2015,D52,Crimes Against the Person,Assault,86,58,2014-2019
18092,2014,D31,Crimes Against Property,Theft,10,4,2014-2019
18093,2018,D41,Crimes Against the Person,Robbery,27,17,2014-2019
18094,2023,D32,Crimes Against Property,Theft,301,31,After COVID
18096,2022,D53,Crimes Against the Person,Robbery,4,1,COVID Period
18097,2014,D11,Crimes Against Property,Other,9,2,2014-2019
18098,2021,D31,Crimes Against Property,Other,77,21,COVID Period
18100,2015,D42,Crimes Against the Person,Assault,171,110,2014-2019
18101,2015,D43,Crimes Against the Person,Robbery,2,2,2014-2019
18103,2017,D42,Crimes Against Property,Fraud,64,5,2014-2019
18104,2021,D22,Crimes Against Property,Theft,6,1,COVID Period
18105,2019,D43,Crimes Against Property,Break & Enter,6,5,2014-2019
18106,2015,D53,Crimes Against Property,Break & Enter,6,1,2014-2019
18109,2022,D31,Crimes Against the Person,Sexual Violation,14,9,COVID Period
18110,2019,D41,Crimes Against Property,Theft,1004,571,2014-2019
18111,2015,D41,Crimes Against Property,Fraud,10,1,2014-2019
18112,2023,D52,Crimes Against the Person,Assault,227,159,After COVID
18113,2023,D55,Crimes Against Property,Fraud,79,4,After COVID
18114,2018,D32,Crimes Against the Person,Assault,41,25,2014-2019
18115,2018,D31,Crimes Against the Person,Assault,3,1,2014-2019
18116,2018,D14,Crimes Against Property,Theft,7,4,2014-2019
18117,2015,D43,Crimes Against the Person,Assault,131,97,2014-2019
18119,2017,D33,Crimes Against the Person,Assault,56,36,2014-2019
18120,2021,D11,Crimes Against Property,Theft,5,1,COVID Period
18121,2018,D22,Crimes Against Property,Break & Enter,6,4,2014-2019
18122,2017,D22,Crimes Against Property,Fraud,180,47,2014-2019
18123,2016,D13,Crimes Against the Person,Other,12,6,2014-2019
18124,2019,D43,Crimes Against Property,Break & Enter,5,1,2014-2019
18125,2019,D41,Crimes Against the Person,Other,9,2,2014-2019
18130,2015,D53,Crimes Against the Person,Assault,5,2,2014-2019
18131,2015,D11,Crimes Against Property,Theft,9,2,2014-2019
18132,2023,D41,Crimes Against Property,Other,127,28,After COVID
18133,2023,D32,Crimes Against Property,Other,65,10,After COVID
18136,2022,D43,Crimes Against the Person,Sexual Violation,18,7,COVID Period
18137,2023,D11,Crimes Against Property,Break & Enter,4,1,After COVID
18140,2017,D12,Crimes Against the Person,Attempt Murder,4,4,2014-2019
18141,2016,D43,Crimes Against Property,Break & Enter,18,7,2014-2019
18142,2021,D51,Crimes Against Property,Break & Enter,50,25,COVID Period
18143,2014,D12,Crimes Against the Person,Other,7,4,2014-2019
18144,2019,D23,Crimes Against Property,Fraud,65,9,2014-2019
18145,2020,D31,Crimes Against the Person,Assault,237,144,COVID Period
18146,2022,D14,Crimes Against Property,Break & Enter,11,5,COVID Period
18147,2021,D33,Crimes Against the Person,Sexual Violation,6,3,COVID Period
18149,2018,D12,Crimes Against Property,Theft,62,6,2014-2019
18150,2019,D41,Crimes Against Property,Break & Enter,17,4,2014-2019
18151,2018,D43,Crimes Against Property,Break & Enter,8,2,2014-2019
18152,2015,D23,Crimes Against Property,Break & Enter,13,1,2014-2019
18153,2018,D55,Crimes Against Property,Fraud,44,4,2014-2019
18154,2014,D43,Crimes Against Property,Theft,26,1,2014-2019
18155,2017,D55,Crimes Against Property,Break & Enter,1,1,2014-2019
18156,2020,D22,Crimes Against the Person,Sexual Violation,15,10,COVID Period
18158,2023,D12,Crimes Against Property,Break & Enter,12,3,After COVID
18159,2018,D41,Crimes Against Property,Other,140,72,2014-2019
18160,2017,D22,Crimes Against Property,Fraud,45,11,2014-2019
18161,2014,D53,Crimes Against the Person,Robbery,1,1,2014-2019
18162,2015,D11,Crimes Against Property,Fraud,4,2,2014-2019
18163,2021,D33,Crimes Against the Person,Assault,6,2,COVID Period
18164,2020,D13,Crimes Against Property,Break & Enter,6,4,COVID Period
18166,2020,D52,Crimes Against the Person,Robbery,2,1,COVID Period
18167,2015,D32,Crimes Against Property,Break & Enter,19,2,2014-2019
18168,2019,D12,Crimes Against Property,Theft,37,7,2014-2019
18169,2022,D22,Crimes Against Property,Break & Enter,20,4,COVID Period
18170,2017,D12,Crimes Against the Person,Robbery,1,1,2014-2019
18171,2019,D43,Crimes Against Property,Theft,21,3,2014-2019
18172,2014,D23,Crimes Against Property,Theft,45,3,2014-2019
18173,2022,D14,Crimes Against the Person,Assault,65,33,COVID Period
18174,2017,D43,Crimes Against Property,Fraud,129,28,2014-2019
18175,2014,D12,Crimes Against Property,Fraud,42,19,2014-2019
18176,2022,D12,Crimes Against the Person,Other,6,4,COVID Period
18177,2017,D41,Crimes Against the Person,Assault,170,130,2014-2019
18180,2018,D51,Crimes Against Property,Fraud,82,9,2014-2019
18181,2022,D43,Crimes Against Property,Break & Enter,3,1,COVID Period
18182,2017,D13,Crimes Against Property,Theft,6,4,2014-2019
18183,2018,D14,Crimes Against the Person,Sexual Violation,17,14,2014-2019
18184,2019,D52,Crimes Against the Person,Robbery,4,4,2014-2019
18185,2015,D51,Crimes Against the Person,Robbery,69,31,2014-2019
18187,2015,D43,Crimes Against the Person,Other,83,46,2014-2019
18188,2020,D53,Crimes Against Property,Theft,216,34,COVID Period
18190,2014,D23,Crimes Against the Person,Robbery,78,41,2014-2019
18191,2020,D22,Crimes Against Property,Break & Enter,2,1,COVID Period
18192,2018,D51,Crimes Against the Person,Sexual Violation,2,1,2014-2019
18193,2019,D52,Crimes Against Property,Fraud,5,1,2014-2019
18195,2021,D11,Crimes Against the Person,Other,3,2,COVID Period
18196,2023,D22,Crimes Against the Person,Other,11,7,After COVID
18198,2021,D51,Crimes Against Property,Theft,6,1,COVID Period
18199,2014,D42,Crimes Against the Person,Robbery,3,3,2014-2019
18201,2020,D12,Crimes Against the Person,Assault,22,15,COVID Period
18202,2014,D42,Crimes Against Property,Break & Enter,17,9,2014-2019
18203,2014,D11,Crimes Against the Person,Assault,23,16,2014-2019
18204,2022,D22,Crimes Against Property,Theft,54,5,COVID Period
18205,2017,D42,Crimes Against the Person,Sexual Violation,15,7,2014-2019
18209,2019,D55,Crimes Against the Person,Attempt Murder,2,2,2014-2019
18210,2016,D22,Crimes Against Property,Break & Enter,9,2,2014-2019
18211,2023,D33,Crimes Against Property,Other,59,16,After COVID
18214,2023,D13,Crimes Against Property,Fraud,44,5,After COVID
18215,2023,D55,Crimes Against Property,Break & Enter,2,2,After COVID
18216,2016,D14,Crimes Against Property,Break & Enter,7,3,2014-2019
18217,2020,D42,Crimes Against Property,Theft,173,55,COVID Period
18218,2018,D51,Crimes Against the Person,Other,39,17,2014-2019
18222,2023,D55,Crimes Against the Person,Attempt Murder,1,1,After COVID
18223,2016,D43,Crimes Against the Person,Other,23,14,2014-2019
18224,2019,D22,Crimes Against the Person,Other,5,3,2014-2019
18227,2020,D51,Crimes Against the Person,Assault,686,441,COVID Period
18228,2020,D32,Crimes Against the Person,Robbery,2,2,COVID Period
18230,2018,D11,Crimes Against the Person,Other,23,15,2014-2019
18231,2022,D31,Crimes Against Property,Fraud,64,2,COVID Period
18232,2023,D33,Crimes Against the Person,Other,30,20,After COVID
18235,2017,D55,Crimes Against Property,Theft,132,26,2014-2019
18236,2018,D41,Crimes Against the Person,Sexual Violation,15,14,2014-2019
18237,2015,D52,Crimes Against Property,Other,7,2,2014-2019
18238,2023,D32,Crimes Against Property,Break & Enter,13,2,After COVID
18239,2016,D33,Crimes Against the Person,Robbery,20,6,2014-2019
18240,2021,D11,Crimes Against Property,Break & Enter,8,1,COVID Period
18242,2015,D33,Crimes Against the Person,Assault,95,75,2014-2019
18244,2015,D23,Crimes Against the Person,Other,22,13,2014-2019
18245,2022,D41,Crimes Against the Person,Attempt Murder,1,1,COVID Period
18248,2016,D55,Crimes Against the Person,Assault,44,28,2014-2019
18250,2016,D22,Crimes Against the Person,Other,9,5,2014-2019
18251,2023,D23,Crimes Against Property,Theft,25,2,After COVID
18253,2016,D22,Crimes Against the Person,Robbery,8,4,2014-2019
18254,2017,D33,Crimes Against Property,Break & Enter,36,14,2014-2019
18255,2016,D55,Crimes Against Property,Break & Enter,10,6,2014-2019
18258,2022,D13,Crimes Against the Person,Assault,20,12,COVID Period
18259,2021,D51,Crimes Against the Person,Attempt Murder,1,1,COVID Period
18260,2019,D41,Crimes Against the Person,Other,53,32,2014-2019
18261,2014,D22,Crimes Against Property,Other,30,13,2014-2019
18262,2014,D33,Crimes Against Property,Break & Enter,24,4,2014-2019
18264,2016,D33,Crimes Against the Person,Robbery,1,1,2014-2019
18265,2023,D14,Crimes Against the Person,Assault,143,104,After COVID
18266,2023,D53,Crimes Against the Person,Assault,85,52,After COVID
18268,2019,D55,Crimes Against Property,Theft,23,6,2014-2019
18271,2015,D31,Crimes Against Property,Theft,7,3,2014-2019
18272,2015,D22,Crimes Against the Person,Other,11,5,2014-2019
18274,2023,D41,Crimes Against Property,Theft,100,8,After COVID
18275,2020,D42,Crimes Against Property,Break & Enter,30,12,COVID Period
18276,2018,D53,Crimes Against Property,Theft,37,1,2014-2019
18277,2022,D32,Crimes Against the Person,Assault,36,23,COVID Period
18278,2017,D12,Crimes Against the Person,Robbery,8,2,2014-2019
18279,2022,D32,Crimes Against Property,Theft,150,7,COVID Period
18280,2019,D51,Crimes Against Property,Theft,1,1,2014-2019
18281,2015,D32,Crimes Against the Person,Assault,6,3,2014-2019
18282,2022,D55,Crimes Against Property,Other,165,38,COVID Period
18283,2017,D52,Crimes Against the Person,Robbery,33,10,2014-2019
18284,2019,D11,Crimes Against Property,Theft,408,206,2014-2019
18285,2019,D52,Crimes Against Property,Other,196,30,2014-2019
18287,2019,D55,Crimes Against Property,Fraud,41,3,2014-2019
18288,2019,D53,Crimes Against Property,Theft,28,3,2014-2019
18289,2016,D14,Crimes Against Property,Fraud,57,17,2014-2019
18290,2019,D32,Crimes Against Property,Other,15,4,2014-2019
18291,2014,D23,Crimes Against the Person,Assault,22,15,2014-2019
18292,2017,D32,Crimes Against the Person,Robbery,21,8,2014-2019
18295,2018,D12,Crimes Against the Person,Robbery,17,6,2014-2019
18296,2017,D55,Crimes Against the Person,Other,11,7,2014-2019
18297,2014,D55,Crimes Against Property,Other,45,9,2014-2019
18298,2014,D41,Crimes Against Property,Break & Enter,1,1,2014-2019
18299,2015,D22,Crimes Against Property,Theft,121,22,2014-2019
18300,2020,D14,Crimes Against the Person,Robbery,1,1,COVID Period
18301,2021,D43,Crimes Against the Person,Assault,35,21,COVID Period
18302,2017,D23,Crimes Against Property,Theft,37,8,2014-2019
18303,2023,D33,Crimes Against the Person,Other,1,1,After COVID
18304,2019,D42,Crimes Against the Person,Robbery,23,13,2014-2019
18305,2017,D13,Crimes Against the Person,Other,10,6,2014-2019
18306,2015,D23,Crimes Against the Person,Robbery,2,2,2014-2019
18307,2021,D33,Crimes Against the Person,Robbery,6,4,COVID Period
18308,2017,D55,Crimes Against the Person,Sexual Violation,6,2,2014-2019
18309,2017,D13,Crimes Against Property,Theft,156,60,2014-2019
18310,2014,D31,Crimes Against Property,Other,104,60,2014-2019
18311,2016,D14,Crimes Against Property,Break & Enter,14,2,2014-2019
18312,2023,D12,Crimes Against the Person,Assault,126,86,After COVID
18315,2022,D53,Crimes Against Property,Theft,348,60,COVID Period
18318,2017,D13,Crimes Against Property,Fraud,37,15,2014-2019
18324,2021,D22,Crimes Against the Person,Robbery,6,5,COVID Period
18325,2019,D53,Crimes Against Property,Theft,335,146,2014-2019
18326,2021,D53,Crimes Against Property,Theft,3,1,COVID Period
18327,2021,D22,Crimes Against Property,Theft,167,19,COVID Period
18328,2014,D55,Crimes Against Property,Other,88,29,2014-2019
18329,2020,D23,Crimes Against the Person,Assault,236,144,COVID Period
18330,2015,D12,Crimes Against Property,Other,21,7,2014-2019
18331,2016,D43,Crimes Against Property,Other,60,22,2014-2019
18333,2023,D13,Crimes Against Property,Theft,34,1,After COVID
18334,2015,D22,Crimes Against the Person,Robbery,14,6,2014-2019
18336,2021,D32,Crimes Against the Person,Assault,48,34,COVID Period
18338,2018,D33,Crimes Against Property,Break & Enter,36,2,2014-2019
18342,2016,D32,Crimes Against the Person,Assault,123,77,2014-2019
18343,2022,D33,Crimes Against the Person,Other,12,6,COVID Period
18345,2022,D32,Crimes Against Property,Other,68,15,COVID Period
18346,2015,D51,Crimes Against Property,Break & Enter,11,1,2014-2019
18348,2016,D55,Crimes Against Property,Other,86,29,2014-2019
18349,2020,D52,Crimes Against Property,Other,188,17,COVID Period
18350,2023,D32,Crimes Against Property,Fraud,86,4,After COVID
18351,2014,D31,Crimes Against Property,Theft,4,2,2014-2019
18352,2020,D12,Crimes Against Property,Theft,57,5,COVID Period
18353,2021,D42,Crimes Against the Person,Sexual Violation,11,6,COVID Period
18355,2021,D13,Crimes Against Property,Other,40,10,COVID Period
18356,2019,D13,Crimes Against the Person,Sexual Violation,19,13,2014-2019
18357,2016,D13,Crimes Against Property,Break & Enter,1,1,2014-2019
18358,2016,D43,Crimes Against Property,Break & Enter,11,1,2014-2019
18359,2023,D32,Crimes Against the Person,Sexual Violation,10,7,After COVID
18361,2022,D51,Crimes Against the Person,Assault,124,75,COVID Period
18362,2019,D42,Crimes Against the Person,Sexual Violation,9,1,2014-2019
18364,2021,D12,Crimes Against Property,Fraud,26,2,COVID Period
18365,2020,D42,Crimes Against Property,Other,68,9,COVID Period
18367,2015,D32,Crimes Against Property,Theft,14,2,2014-2019
18368,2014,D32,Crimes Against Property,Break & Enter,7,1,2014-2019
18370,2019,D11,Crimes Against Property,Fraud,64,8,2014-2019
18371,2023,D11,Crimes Against Property,Theft,56,8,After COVID
18372,2015,D22,Crimes Against Property,Break & Enter,22,5,2014-2019
18373,2022,D51,Crimes Against the Person,Attempt Murder,2,2,COVID Period
18378,2020,D12,Crimes Against the Person,Assault,54,38,COVID Period
18379,2019,D13,Crimes Against the Person,Assault,20,6,2014-2019
18381,2015,D43,Crimes Against Property,Theft,21,3,2014-2019
18382,2016,D13,Crimes Against Property,Theft,11,1,2014-2019
18384,2016,D12,Crimes Against Property,Theft,33,4,2014-2019
18385,2020,D22,Crimes Against Property,Theft,28,2,COVID Period
18386,2019,D13,Crimes Against Property,Theft,295,92,2014-2019
18388,2021,D52,Crimes Against Property,Fraud,62,10,COVID Period
18389,2022,D23,Crimes Against Property,Theft,6,1,COVID Period
18391,2017,D14,Crimes Against Property,Other,82,36,2014-2019
18392,2017,D41,Crimes Against the Person,Other,31,26,2014-2019
18394,2014,D31,Crimes Against Property,Theft,257,87,2014-2019
18395,2014,D11,Crimes Against Property,Break & Enter,6,1,2014-2019
18396,2018,D53,Crimes Against the Person,Robbery,1,1,2014-2019
18397,2017,D55,Crimes Against Property,Other,83,38,2014-2019
18399,2022,D12,Crimes Against Property,Theft,6,1,COVID Period
18400,2021,D52,Crimes Against Property,Theft,93,2,COVID Period
18402,2023,D53,Crimes Against Property,Theft,40,2,After COVID
18403,2014,D43,Crimes Against Property,Break & Enter,8,2,2014-2019
18404,2019,D14,Crimes Against Property,Theft,16,1,2014-2019
18405,2022,D42,Crimes Against the Person,Sexual Violation,23,10,COVID Period
18406,2022,D52,Crimes Against the Person,Other,2,2,COVID Period
18408,2018,D14,Crimes Against Property,Other,36,7,2014-2019
18411,2023,D11,Crimes Against Property,Other,101,17,After COVID
18412,2018,D43,Crimes Against Property,Other,64,21,2014-2019
18416,2017,D53,Crimes Against Property,Other,15,8,2014-2019
18417,2015,D22,Crimes Against the Person,Sexual Violation,1,1,2014-2019
18421,2017,D31,Crimes Against the Person,Sexual Violation,1,1,2014-2019
18422,2023,D13,Crimes Against the Person,Other,11,6,After COVID
18423,2019,D31,Crimes Against the Person,Robbery,37,17,2014-2019
18424,2019,D31,Crimes Against the Person,Attempt Murder,6,5,2014-2019
18425,2018,D31,Crimes Against the Person,Sexual Violation,19,7,2014-2019
18426,2016,D23,Crimes Against the Person,Attempt Murder,4,2,2014-2019
18427,2019,D22,Crimes Against Property,Theft,9,1,2014-2019
18428,2017,D55,Crimes Against the Person,Assault,70,36,2014-2019
18431,2021,D41,Crimes Against the Person,Attempt Murder,1,1,COVID Period
18432,2022,D51,Crimes Against the Person,Robbery,54,36,COVID Period
18433,2017,D13,Crimes Against Property,Theft,12,1,2014-2019
18434,2023,D32,Crimes Against the Person,Robbery,1,1,After COVID
18435,2015,D55,Crimes Against the Person,Robbery,32,9,2014-2019
18437,2023,D22,Crimes Against the Person,Assault,36,18,After COVID
18438,2022,D43,Crimes Against Property,Fraud,95,14,COVID Period
18441,2014,D41,Crimes Against Property,Break & Enter,42,13,2014-2019
18442,2017,D11,Crimes Against Property,Theft,10,2,2014-2019
18444,2021,D13,Crimes Against Property,Other,47,17,COVID Period
18445,2020,D12,Crimes Against Property,Theft,138,38,COVID Period
18446,2023,D55,Crimes Against Property,Break & Enter,12,3,After COVID
18447,2016,D53,Crimes Against the Person,Assault,3,3,2014-2019
18448,2022,D51,Crimes Against Property,Theft,6,2,COVID Period
18449,2019,D32,Crimes Against the Person,Attempt Murder,1,1,2014-2019
18450,2022,D41,Crimes Against Property,Break & Enter,14,6,COVID Period
18454,2014,D55,Crimes Against Property,Theft,162,60,2014-2019
18456,2018,D23,Crimes Against Property,Other,1,1,2014-2019
18458,2014,D43,Crimes Against Property,Break & Enter,3,1,2014-2019
18460,2020,D14,Crimes Against Property,Break & Enter,26,12,COVID Period
18461,2015,D22,Crimes Against Property,Theft,16,3,2014-2019
18462,2019,D52,Crimes Against Property,Theft,26,3,2014-2019
18463,2015,D42,Crimes Against Property,Theft,9,1,2014-2019
18464,2021,D23,Crimes Against Property,Theft,78,1,COVID Period
18465,2015,D33,Crimes Against the Person,Sexual Violation,10,5,2014-2019
18467,2023,D23,Crimes Against Property,Break & Enter,7,1,After COVID
